Reviews,Sentiment
 এইভাবে বেচে থাকুক হাজারো ভালোবাসা....সত্যি ই অসাধারন হয়সে,positive
 ফালতু অভিনয়,negative
 এক কথায় অসাধারণ।শেষের দিকে এমন হবে কল্পনা করতে পারিনি।আমার জীবনে দেখা সেরা নাটক।,positive
 ভালো লাগার চাইতেও বেশি ভালো লাগছে।জীবনে প্রথম কোন নাটক দেখে কান্না করলাম।।লেখককে আমার পক্ষ থেকে অনেক অনেক ধন্যবাদ।।,positive
 তিশার শেষ দৃশ্যের কান্নার অভিনয়টা অসাধারন...... জীবন্ত একদম। মনেই হয় না এটা অভিনয়।।।,positive
 কেম্যেরা ম্যেনের কি পেট ব্যেথা করে খালি ক্যেম্যেরা ঘুরায়,negative
" জীবনে প্রথম নাটক দেখলাম! নাটক এতো চমৎকার হয় এটা কখনোই ভাবিনি। নাটকটা হৃদয় নাড়িয়ে দিল, এতো চমৎকার ভাবে ব্যাস্তবতা ফুটে উঠেছে যা এক কথায় অসাধারণ, আসলেই আজ কালকার ছেলে মেয়েরা এভাবেই পিতামাতার সাথে এমন ন্যাক্কার জনক আচরণ করছে! তারা ভুলে গেছে পিতামাতা সন্তুষ্টি তো আল্লাহ তা'লার সন্তুষ্টি।",positive
"পৃথিবীর সবচেয়ে সেরা নাটক তৈরি হয় আমার দেশে, বলার ভাষা নেই আমার ২০১৯ এ কে কে আছো কুপান",positive
 ড্রাইভার এ জার সাথে কথা বলছে সে হলো আমাদের প্রিয় পলাশ ভাই,positive
" অসাধরন নাটকটা কাহনী,,,,,,,",positive
 আখম হাসান এখন যতরকম সস্তা নাটক করে। সবগুলোই ভঁাড়ামি। বুড়ী নায়িকা কই পাইছে?,negative
 এরকম ফালতু নাটক মোশারফ করিম ক্যামনে করে সেটাই প্রশ্ন!!Dislike,negative
